Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
34060,856002,060.0 080.0,20-1601RL-MX-028-0145-06000800-0250A-7,250,8.413,33.9831,2.606,26.42136,39.53,113.39,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250,8.41,8.39,33.983,26.421,164.8,0.655,2.61,39.5,,,,,,,,252,,,,,,,,
34060,856003,060.0 080.0,20-1601RL-MX-028-0145-06000800-0270A-3,270,8.356,34.0485,2.084,26.48192,31.58,90.93,3,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,270,8.36,8.33,34.049,26.482,159.4,0.687,2.08,31.6,,,,,,,,272,3,,,,,,,
34060,856004,060.0 080.0,20-1601RL-MX-028-0145-06000800-0300A-7,300,7.231,33.9577,3.197,26.57396,47.18,139.08,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300,7.23,7.2,33.958,26.574,150.5,0.734,3.2,47.2,,,,,,,,303,,,,,,,,
34060,856005,060.0 080.0,20-1601RL-MX-028-0145-06000800-0379A-3,379,6.243,33.9702,2.223,26.71677,32.06,97,2,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,379,6.24,6.21,33.97,26.717,137.5,0.849,2.22,32.1,,,,,,,,382,2,,,,,,,
34060,856006,060.0 080.0,20-1601RL-MX-028-0145-06000800-0400A-7,400,6.049,33.9895,1.899,26.7569,27.26,82.6,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400,6.05,6.01,33.99,26.757,133.8,0.878,1.9,27.3,,,,,,,,403,,,,,,,,
34060,856007,060.0 080.0,20-1601RL-MX-028-0145-06000800-0500A-7,500,5.582,34.1215,0.728,26.92047,10.34,31.66,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500,5.58,5.54,34.122,26.92,119.3,1.006,0.73,10.3,,,,,,,,504,,,,,,,,
34060,856008,060.0 080.0,20-1601RL-MX-028-0145-06000800-0516A-3,516,5.344,34.0684,0.855,26.90679,12.07,37.29,1,3,2,,3,,,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,516,5.34,5.3,34.068,26.907,120.5,1.023,0.86,12.1,,,,,,,,521,1,,,,,,,
34061,856009,060.0 090.0,20-1601RL-MX-028-0658-06000900-0000A-7,0,14.41,32.9129,5.922,24.48985,101.56,258.59,,7,2,,3,,,,,,0.242,,0.09,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0,14.41,14.41,32.913,24.49,343.4,0,5.92,101.6,,,,,,0.24,0.09,0,,,,,,,,
34061,856010,060.0 090.0,20-1601RL-MX-028-0658-06000900-0002A-3,2,14.41,32.9129,5.922,24.48997,101.56,258.59,12,3,2,,3,,,,,,0.242,,0.09,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2,14.41,14.41,32.913,24.49,343.4,0.007,5.92,101.6,,,,,,0.24,0.09,2,12,,,,,,,
34061,856011,060.0 090.0,20-1601RL-MX-028-0658-06000900-0009A-3,9,14.409,32.9411,5.925,24.51236,101.63,258.73,11,3,2,,3,6,,,6,,0.265,,0.078,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9,14.41,14.41,32.941,24.512,341.5,0.031,5.93,101.6,,,,,,0.27,0.08,9,11,,,,,,,
34061,856012,060.0 090.0,20-1601RL-MX-028-0658-06000900-0010A-7,10,14.406,32.9423,5.939,24.51398,101.86,258.89,,7,2,,3,6,,6,6,6,0.271,,0.078,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,14.41,14.4,32.942,24.514,341.4,0.034,5.94,101.9,,,,,,0.27,0.08,10,,,,,,,,
34061,856013,060.0 090.0,20-1601RL-MX-028-0658-06000900-0020A-3,20,14.147,32.9364,5.936,24.56418,101.27,259.2,10,3,2,,3,6,,,6,,0.328,,0.077,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20,14.15,14.14,32.936,24.564,336.9,0.068,5.94,101.3,,,,,,0.33,0.08,20,10,,,,,,,
34061,856014,060.0 090.0,20-1601RL-MX-028-0658-06000900-0030A-7,30,14.053,32.9425,5.962,24.58897,101.52,259.87,,7,2,,3,6,,6,6,6,0.418,,0.13,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30,14.05,14.05,32.943,24.589,334.8,0.102,5.96,101.5,,,,,,0.42,0.13,30,,,,,,,,
34061,856015,060.0 090.0,20-1601RL-MX-028-0658-06000900-0048A-3,48,14.034,32.9516,5.855,24.60099,99.65,255.68,9,3,2,,3,6,,,6,,0.58,,0.224,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48,14.03,14.03,32.952,24.601,334.3,0.163,5.86,99.7,,,,,,0.58,0.22,48,9,,,,,,,
34061,856016,060.0 090.0,20-1601RL-MX-028-0658-06000900-0050A-7,50,14.035,32.9517,5.88,24.60098,100.08,256.3,,7,2,,3,6,,6,6,6,0.568,,0.222,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50,14.04,14.03,32.952,24.601,334.3,0.17,5.88,100.1,,,,,,0.57,0.22,50,,,,,,,,
34061,856017,060.0 090.0,20-1601RL-MX-028-0658-06000900-0071A-3,71,13.984,32.9613,5.822,24.62015,98.99,254.22,8,3,2,,3,6,,,6,,0.442,,0.201,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71,13.98,13.97,32.961,24.62,333.1,0.24,5.82,99,,,,,,0.44,0.2,72,8,,,,,,,
34061,856018,060.0 090.0,20-1601RL-MX-028-0658-06000900-0075A-7,75,13.948,32.9698,5.738,24.63436,97.49,250.1,,7,2,,3,6,,6,6,6,0.391,,0.185,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75,13.95,13.94,32.97,24.634,331.9,0.254,5.74,97.5,,,,,,0.39,0.19,76,,,,,,,,
34061,856019,060.0 090.0,20-1601RL-MX-028-0658-06000900-0099A-3,99,12.68,33.0559,5.211,24.95542,86.28,227.55,7,3,2,,3,,,,,,0.085,,0.086,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99,12.68,12.67,33.056,24.955,301.8,0.328,5.21,86.3,,,,,,0.09,0.09,100,7,,,,,,,
34061,856020,060.0 090.0,20-1601RL-MX-028-0658-06000900-0100A-7,100,12.391,33.0871,5.211,25.03518,85.77,227.04,,7,2,,3,6,,6,6,6,0.083,,0.085,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100,12.39,12.38,33.087,25.035,294.2,0.333,5.21,85.8,,,,,,0.08,0.09,101,,,,,,,,
34061,856021,060.0 090.0,20-1601RL-MX-028-0658-06000900-0120A-3,120,10.664,33.1837,4.562,25.42585,72.4,199.18,6,3,2,,3,6,,,6,,0.05,,0.073,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,120,10.66,10.65,33.184,25.426,257.2,0.389,4.56,72.4,,,,,,0.05,0.07,121,6,,,,,,,
34061,856022,060.0 090.0,20-1601RL-MX-028-0658-06000900-0125A-7,125,10.37,33.2486,4.515,25.52725,71.22,196.62,,7,2,,3,6,,6,6,6,0.042,,0.067,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125,10.37,10.36,33.249,25.527,247.6,0.402,4.52,71.2,,,,,,0.04,0.07,126,,,,,,,,
34061,856023,060.0 090.0,20-1601RL-MX-028-0658-06000900-0141A-3,141,9.818,33.4029,4.102,25.74101,63.98,179.08,5,3,2,,3,6,,,6,,0.015,,0.046,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,141,9.82,9.8,33.403,25.741,227.5,0.44,4.1,64,,,,,,0.02,0.05,142,5,,,,,,,
34061,856024,060.0 090.0,20-1601RL-MX-028-0658-06000900-0150A-7,150,9.723,33.4636,3.898,25.80442,60.7,169.71,,7,2,,3,6,,6,6,6,0.013,,0.045,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150,9.72,9.71,33.464,25.804,221.7,0.46,3.9,60.7,,,,,,0.01,0.05,151,,,,,,,,
34061,856025,060.0 090.0,20-1601RL-MX-028-0658-06000900-0200A-7,200,9.558,33.8839,2.239,26.16182,34.83,97.44,,7,2,,3,6,,6,6,6,0.003,,0.037,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200,9.56,9.54,33.884,26.162,188.9,0.564,2.24,34.8,,,,,,0,0.04,202,,,,,,,,
34061,856026,060.0 090.0,20-1601RL-MX-028-0658-06000900-0201A-3,201,9.554,33.8941,2.222,26.17049,34.56,96.95,4,3,2,,3,6,,,6,,0.003,,0.037,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,201,9.55,9.53,33.894,26.17,188.1,0.566,2.22,34.6,,,,,,0,0.04,203,4,,,,,,,
34061,856027,060.0 090.0,20-1601RL-MX-028-0658-06000900-0250A-7,250,9.062,34.0188,1.927,26.34892,29.67,83.85,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250,9.06,9.03,34.019,26.349,172,0.655,1.93,29.7,,,,,,,,252,,,,,,,,
34061,856028,060.0 090.0,20-1601RL-MX-028-0658-06000900-0272A-3,272,9.182,34.1277,1.538,26.4159,23.76,67.09,3,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,272,9.18,9.15,34.128,26.416,166.3,0.692,1.54,23.8,,,,,,,,274,3,,,,,,,
34061,856029,060.0 090.0,20-1601RL-MX-028-0658-06000900-0300A-7,300,8.562,34.0874,1.652,26.48214,25.16,71.87,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300,8.56,8.53,34.087,26.482,160.2,0.738,1.65,25.2,,,,,,,,302,,,,,,,,
34061,856030,060.0 090.0,20-1601RL-MX-028-0658-06000900-0380A-3,380,7.483,34.1297,1.14,26.67639,16.94,49.73,2,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,380,7.48,7.45,34.13,26.676,142.5,0.86,1.14,16.9,,,,,,,,383,2,,,,,,,
34061,856031,060.0 090.0,20-1601RL-MX-028-0658-06000900-0400A-7,400,7.245,34.1392,1.051,26.71767,15.53,45.72,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400,7.25,7.21,34.139,26.718,138.7,0.889,1.05,15.5,,,,,,,,403,,,,,,,,
34061,856032,060.0 090.0,20-1601RL-MX-028-0658-06000900-0500A-7,500,6.333,34.1648,0.67,26.86186,9.69,29.14,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500,6.33,6.29,34.165,26.862,125.8,1.022,0.67,9.7,,,,,,,,504,,,,,,,,
34061,856033,060.0 090.0,20-1601RL-MX-028-0658-06000900-0516A-3,516,6.364,34.1997,0.578,26.88584,8.37,25.22,1,3,2,,3,6,,,6,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,516,6.36,6.32,34.2,26.886,123.8,1.043,0.58,8.4,,,,,,,,521,1,,,,,,,
34062,856034,063.3 052.0,20-1601RL-MX-027-0612-06330520-0000A-7,0,13.902,33.2802,5.873,24.87923,99.91,256.36,,7,2,,3,,,,,,0.486,,0.111,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0,13.9,13.9,33.28,24.879,306.3,0,5.87,99.9,,,,,,0.49,0.11,0,,,,,,,,
34062,856035,063.3 052.0,20-1601RL-MX-027-0612-06330520-0002A-3,2,13.902,33.2802,5.873,24.87934,99.91,256.36,7,3,2,,3,,,,,,0.486,,0.111,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2,13.9,13.9,33.28,24.879,306.3,0.006,5.87,99.9,,,,,,0.49,0.11,2,7,,,,,,,
34062,856036,063.3 052.0,20-1601RL-MX-027-0612-06330520-0004A-3,4,13.906,33.2944,5.87,24.88961,99.87,256.2,6,3,2,,3,6,,,6,,0.525,,0.079,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,4,13.91,13.91,33.294,24.89,305.4,0.012,5.87,99.9,,,,,,0.53,0.08,4,6,,,,,,,
34062,856037,063.3 052.0,20-1601RL-MX-027-0612-06330520-0010A-3,10,13.9,33.294,5.87,24.89089,99.86,256.22,5,3,2,,3,6,,,6,,0.491,,0.091,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,13.9,13.9,33.294,24.891,305.5,0.031,5.87,99.9,,,,,,0.49,0.09,10,5,,,,,,,
34062,856038,063.3 052.0,20-1601RL-MX-027-0612-06330520-0020A-3,20,13.891,33.2939,5.873,24.89325,99.89,256.33,4,3,2,,3,6,,,6,,0.477,,0.109,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20,13.89,13.89,33.294,24.893,305.6,0.062,5.87,99.9,,,,,,0.48,0.11,20,4,,,,,,,
34062,856039,063.3 052.0,20-1601RL-MX-027-0612-06330520-0030A-7,30,13.858,33.2931,5.864,24.90001,99.66,255.52,,7,2,,3,6,,6,6,6,0.474,,0.111,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30,13.86,13.85,33.293,24.9,305.2,0.092,5.86,99.7,,,,,,0.47,0.11,30,,,,,,,,
34062,856040,063.3 052.0,20-1601RL-MX-027-0612-06330520-0050A-3,50,13.843,33.2945,5.813,24.90534,98.76,253.71,3,3,2,,3,6,,,6,,0.469,,0.115,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50,13.84,13.84,33.295,24.905,305.3,0.154,5.81,98.8,,,,,,0.47,0.12,50,3,,,,,,,
34062,856041,063.3 052.0,20-1601RL-MX-027-0612-06330520-0069A-3,69,13.295,33.3353,5.104,25.04911,85.75,222.78,2,3,2,,3,6,,,6,,0.179,,0.397,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,69,13.3,13.29,33.335,25.049,292.2,0.211,5.1,85.8,,,,,,0.18,0.4,70,2,,,,,,,
34062,856042,063.3 052.0,20-1601RL-MX-027-0612-06330520-0075A-7,75,12.998,33.3705,5.041,25.13572,84.19,219.61,,7,2,,3,6,,6,6,6,0.146,,0.359,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75,13,12.99,33.371,25.136,284.1,0.229,5.04,84.2,,,,,,0.15,0.36,76,,,,,,,,
34062,856043,063.3 052.0,20-1601RL-MX-027-0612-06330520-0078A-3,78,12.766,33.3704,4.789,25.18132,79.59,209.01,1,3,2,,3,,,,,,0.13,,0.34,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,78,12.77,12.76,33.37,25.181,279.8,0.235,4.79,79.6,,,,,,0.13,0.34,79,1,,,,,,,
34063,856044,063.3 055.0,20-1601RL-MX-027-0331-06330550-0000A-7,0,13.976,33.2664,6.095,24.85328,103.83,266.02,,7,2,,3,,,,,,1.43,,0.464,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0,13.98,13.98,33.266,24.853,308.7,0,6.1,103.8,,,,,,1.43,0.46,0,,,,,,,,
34063,856045,063.3 055.0,20-1601RL-MX-027-0331-06330550-0002A-3,2,13.976,33.2664,6.095,24.8534,103.83,266.02,10,3,2,,3,,,,,,1.43,,0.464,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2,13.98,13.98,33.266,24.853,308.8,0.006,6.1,103.8,,,,,,1.43,0.46,2,10,,,,,,,
34063,856046,063.3 055.0,20-1601RL-MX-027-0331-06330550-0009A-3,9,13.977,33.2837,6.075,24.86697,103.5,265.14,9,3,2,,3,6,,,6,,1.419,,0.505,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9,13.98,13.98,33.284,24.867,307.7,0.028,6.08,103.5,,,,,,1.42,0.51,9,9,,,,,,,
34063,856047,063.3 055.0,20-1601RL-MX-027-0331-06330550-0010A-7,10,13.965,33.2921,6.088,24.876,103.7,265.29,,7,2,,3,6,,6,6,6,1.397,,0.503,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,13.97,13.96,33.292,24.876,306.9,0.031,6.09,103.7,,,,,,1.4,0.5,10,,,,,,,,
34063,856048,063.3 055.0,20-1601RL-MX-027-0331-06330550-0020A-3,20,13.909,33.3135,5.962,24.90468,101.45,260.2,8,3,2,,3,6,,,6,,1.182,,0.485,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20,13.91,13.91,33.314,24.905,304.5,0.062,5.96,101.5,,,,,,1.18,0.49,20,8,,,,,,,
34063,856049,063.3 055.0,20-1601RL-MX-027-0331-06330550-0030A-7,30,13.895,33.3202,5.915,24.91333,100.62,257.74,,7,2,,3,6,,6,6,6,0.831,,0.371,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30,13.9,13.89,33.32,24.913,304,0.093,5.92,100.6,,,,,,0.83,0.37,30,,,,,,,,
34063,856050,063.3 055.0,20-1601RL-MX-027-0331-06330550-0050A-3,50,13.284,33.3958,5.169,25.09708,86.86,225.59,7,3,2,,3,6,,,6,,0.129,,0.143,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50,13.28,13.28,33.396,25.097,287,0.152,5.17,86.9,,,,,,0.13,0.14,50,7,,,,,,,
34063,856051,063.3 055.0,20-1601RL-MX-027-0331-06330550-0070A-3,70,12.761,33.3942,4.834,25.20032,80.35,210.98,6,3,2,,3,6,,,6,,0.037,,0.149,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70,12.76,12.75,33.394,25.2,277.7,0.209,4.83,80.4,,,,,,0.04,0.15,71,6,,,,,,,
34063,856052,063.3 055.0,20-1601RL-MX-027-0331-06330550-0075A-7,75,12.054,33.4274,4.651,25.36185,76.17,202.58,,7,2,,3,6,,6,6,6,0.041,,0.167,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75,12.05,12.04,33.427,25.362,262.4,0.223,4.65,76.2,,,,,,0.04,0.17,76,,,,,,,,
34063,856053,063.3 055.0,20-1601RL-MX-027-0331-06330550-0100A-3,100,11.508,33.4725,3.988,25.49936,64.57,174.03,5,3,2,,3,,,,,,0.058,,0.259,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100,11.51,11.5,33.473,25.499,249.9,0.286,3.99,64.6,,,,,,0.06,0.26,101,5,,,,,,,
34063,856054,063.3 055.0,20-1601RL-MX-027-0331-06330550-0120A-3,120,10.64,33.5353,3.648,25.70401,57.99,159.19,4,3,2,,3,6,,,6,,0.033,,0.151,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,120,10.64,10.63,33.535,25.704,230.8,0.336,3.65,58,,,,,,0.03,0.15,121,4,,,,,,,
34063,856055,063.3 055.0,20-1601RL-MX-027-0331-06330550-0125A-7,125,10.535,33.5761,3.564,25.75424,56.54,155.17,,7,2,,3,6,,6,6,6,0.031,,0.147,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125,10.54,10.52,33.576,25.754,226.1,0.347,3.56,56.5,,,,,,0.03,0.15,126,,,,,,,,
34063,856056,063.3 055.0,20-1601RL-MX-027-0331-06330550-0142A-3,142,10.267,33.622,3.354,25.83675,52.91,146.35,3,3,2,,3,6,,,6,,0.025,,0.134,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,142,10.27,10.25,33.622,25.837,218.6,0.385,3.35,52.9,,,,,,0.03,0.13,143,3,,,,,,,
34063,856057,063.3 055.0,20-1601RL-MX-027-0331-06330550-0150A-7,150,9.894,33.7073,3.121,25.9665,48.86,135.86,,7,2,,3,6,,6,6,6,0.023,,0.125,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150,9.89,9.88,33.707,25.967,206.4,0.402,3.12,48.9,,,,,,0.02,0.13,151,,,,,,,,
34063,856058,063.3 055.0,20-1601RL-MX-027-0331-06330550-0200A-7,200,8.81,33.9708,2.265,26.34915,34.67,98.56,,7,2,,3,6,,6,6,6,0.007,,0.071,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200,8.81,8.79,33.971,26.349,170.8,0.498,2.27,34.7,,,,,,0.01,0.07,202,,,,,,,,
34063,856059,063.3 055.0,20-1601RL-MX-027-0331-06330550-0201A-3,201,8.663,33.9955,2.19,26.39131,33.41,95.54,2,3,2,,3,6,,,6,,0.007,,0.07,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,201,8.66,8.64,33.996,26.391,166.8,0.499,2.19,33.4,,,,,,0.01,0.07,203,2,,,,,,,
34063,856060,063.3 055.0,20-1601RL-MX-027-0331-06330550-0250A-7,250,7.943,34.0912,1.655,26.5762,24.85,72,,7,2,,3,6,,6,6,6,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250,7.94,7.92,34.091,26.576,149.9,0.577,1.66,24.9,,,,,,,,252,,,,,,,,
34063,856061,063.3 055.0,20-1601RL-MX-027-0331-06330550-0271A-3,271,7.801,34.0936,1.472,26.59939,22.03,64.19,1,3,2,,3,,,,,,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,271,7.8,7.77,34.094,26.599,148,0.607,1.47,22,,,,,,,,273,1,,,,,,,
34064,856062,063.3 060.0,20-1601RL-MX-026-2358-06330600-0000A-7,0,13.657,33.0376,6.088,24.74195,102.89,265.79,,7,2,,3,,,,,,0.852,,0.037,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0,13.66,13.66,33.038,24.742,319.3,0,6.09,102.9,,,,,,0.85,0.04,0,,,,,,,,
34064,856063,063.3 060.0,20-1601RL-MX-026-2358-06330600-0002A-3,2,13.657,33.0376,6.088,24.74206,102.89,265.79,12,3,2,,3,,,,,,0.852,,0.037,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,2,13.66,13.66,33.038,24.742,319.4,0.006,6.09,102.9,,,,,,0.85,0.04,2,12,,,,,,,
34064,856064,063.3 060.0,20-1601RL-MX-026-2358-06330600-0009A-3,9,13.571,33.0815,6.094,24.79386,102.83,266.01,11,3,2,,3,6,,,6,,0.941,,0.346,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9,13.57,13.57,33.082,24.794,314.7,0.029,6.09,102.8,,,,,,0.94,0.35,9,11,,,,,,,
34064,856065,063.3 060.0,20-1601RL-MX-026-2358-06330600-0010A-7,10,13.572,33.0952,6.106,24.80431,103.04,266.09,,7,2,,3,6,,6,6,6,0.939,,0.352,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10,13.57,13.57,33.095,24.804,313.7,0.032,6.11,103,,,,,,0.94,0.35,10,,,,,,,,
34064,856066,063.3 060.0,20-1601RL-MX-026-2358-06330600-0019A-3,19,13.595,33.1499,6.081,24.84244,102.7,265.47,10,3,2,,3,6,,,6,,0.92,,0.404,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,19,13.6,13.59,33.15,24.842,310.3,0.06,6.08,102.7,,,,,,0.92,0.4,19,10,,,,,,,
34064,856067,063.3 060.0,20-1601RL-MX-026-2358-06330600-0020A-7,20,13.596,33.1529,6.078,24.84461,102.66,264.86,,7,2,,3,6,,6,6,6,0.902,,0.398,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20,13.6,13.59,33.153,24.845,310.2,0.064,6.08,102.7,,,,,,0.9,0.4,20,,,,,,,,
34064,856068,063.3 060.0,20-1601RL-MX-026-2358-06330600-0030A-7,30,13.548,33.1796,6.009,24.87555,101.4,261.85,,7,2,,3,6,,6,6,6,0.723,,0.34,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30,13.55,13.54,33.18,24.876,307.5,0.094,6.01,101.4,,,,,,0.72,0.34,30,,,,,,,,
34064,856069,063.3 060.0,20-1601RL-MX-026-2358-06330600-0049A-3,49,13.415,33.2372,5.693,24.94802,95.84,248.48,9,3,2,,3,6,,,6,,0.383,,0.229,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49,13.42,13.41,33.237,24.948,301.2,0.153,5.69,95.8,,,,,,0.38,0.23,49,9,,,,,,,
34064,856070,063.3 060.0,20-1601RL-MX-026-2358-06330600-0050A-7,50,13.403,33.2412,5.654,24.95358,95.16,246.36,,7,2,,3,6,,6,6,6,0.371,,0.224,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50,13.4,13.4,33.241,24.954,300.7,0.156,5.65,95.2,,,,,,0.37,0.22,50,,,,,,,,
34064,856071,063.3 060.0,20-1601RL-MX-026-2358-06330600-0070A-3,70,11.942,33.3264,4.788,25.3042,78.18,208.99,8,3,2,,3,6,,,6,,0.134,,0.132,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70,11.94,11.93,33.326,25.304,267.7,0.213,4.79,78.2,,,,,,0.13,0.13,71,8,,,,,,,
34064,856072,063.3 060.0,20-1601RL-MX-026-2358-06330600-0075A-7,75,11.186,33.3493,4.433,25.46073,71.23,193.06,,7,2,,3,6,,6,6,6,0.116,,0.125,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75,11.19,11.18,33.349,25.461,252.9,0.226,4.43,71.2,,,,,,0.12,0.13,76,,,,,,,,
34064,856073,063.3 060.0,20-1601RL-MX-026-2358-06330600-0100A-3,100,10.073,33.4683,3.793,25.74799,59.53,165.53,7,3,2,,3,,,,,,0.028,,0.089,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100,10.07,10.06,33.468,25.748,226,0.285,3.79,59.5,,,,,,0.03,0.09,101,7,,,,,,,
34064,856074,063.3 060.0,20-1601RL-MX-026-2358-06330600-0120A-3,120,9.458,33.6128,3.433,25.96319,53.2,149.78,6,3,2,,3,6,,,6,,0.011,,0.059,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,120,9.46,9.44,33.613,25.963,205.9,0.33,3.43,53.2,,,,,,0.01,0.06,121,6,,,,,,,
34064,856075,063.3 060.0,20-1601RL-MX-026-2358-06330600-0125A-7,125,9.407,33.6825,3.258,26.02613,50.45,141.81,,7,2,,3,6,,6,6,6,0.01,,0.058,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125,9.41,9.39,33.683,26.026,200,0.34,3.26,50.5,,,,,,0.01,0.06,126,,,,,,,,
